age,annual_income,loan_amount,loan_term,credit_score,num_credit_lines,delinq_2yrs,dti_ratio,employment_years,home_ownership,loan_purpose,num_inquiries,default
58,45962,19531,24,597,3,1,0.10223975844110667,3.097405733434131,MORTGAGE,debt_consolidation,1,0
22,89290,10906,60,613,4,0,0.2962098177152288,2.6489385800643372,RENT,home_improvement,2,0
35,153579,9150,48,601,4,2,0.31458952555774494,7.671851437910545,MORTGAGE,home_improvement,0,1
31,77068,3058,60,772,10,0,0.4613412849810522,9.0344787864815,OWN,medical,1,0
28,65369,6360,24,496,8,0,0.24610396623486758,6.2885541747021865,MORTGAGE,major_purchase,1,0
46,55235,14490,48,702,6,0,0.16979393847278149,5.051577860822971,OWN,other,0,0
65,72380,11558,60,546,2,0,0.1684477023504339,13.336975914145647,MORTGAGE,debt_consolidation,2,0
64,39405,21998,12,573,4,3,0.522412711440803,6.546339547264301,RENT,debt_consolidation,1,0
25,41523,11428,12,489,1,0,0.23862018592953238,0.9239429104083801,OWN,home_improvement,1,0
26,64249,7473,36,606,3,0,0.26719737735172827,1.501554565322376,RENT,major_purchase,1,0
46,36889,17554,12,770,4,1,0.44517472260918567,8.235321625667508,OWN,debt_consolidation,0,0
24,39360,99132,12,671,8,0,0.24515818876476503,22.013262424558434,OWN,debt_consolidation,0,0
39,49026,10364,24,554,3,0,0.0942577365866537,2.1202812812741065,MORTGAGE,medical,2,0
40,97769,14929,12,731,5,0,0.11274482394126514,5.425629656634701,MORTGAGE,major_purchase,2,0
53,24844,26305,12,748,1,0,0.34147889049268126,19.024023876330197,OWN,debt_consolidation,0,0
40,77304,8456,24,658,13,0,0.4245992645547832,4.578596350807654,RENT,medical,2,0
69,78832,36982,12,812,4,2,0.319663213422437,9.277304206357027,MORTGAGE,debt_consolidation,3,0
32,78549,3777,12,715,2,0,0.4145664055713603,16.379553612956155,RENT,debt_consolidation,0,0
67,30210,9641,36,704,4,0,0.10807437109885462,2.242606595480889,MORTGAGE,debt_consolidation,1,0
21,17754,10415,12,585,5,0,0.11820446885478375,5.453698889892196,OWN,medical,1,0
46,68584,15077,12,700,3,0,0.6880903874441362,4.578170331827297,MORTGAGE,major_purchase,2,0
34,54859,2759,36,667,14,2,0.534917640820502,0.0,OWN,debt_consolidation,1,0
58,89556,39426,24,691,6,0,0.46534578378477764,14.846829728443133,OWN,debt_consolidation,1,1
57,32198,18608,12,595,12,4,0.2510412993898341,4.072978307650672,RENT,major_purchase,2,0
31,77348,32802,60,660,2,0,0.3142990713904324,2.6187716208905396,MORTGAGE,home_improvement,1,1
56,92285,48553,24,584,5,2,0.34974840242995997,4.7778305596478905,RENT,other,1,0
33,46296,7387,24,478,4,0,0.5471519170574786,11.644157025770529,MORTGAGE,major_purchase,0,1
63,62953,1816,12,729,5,0,0.41041741496676376,7.564467685039404,RENT,debt_consolidation,2,0
23,61647,33426,36,529,13,0,0.4288870701931702,3.041668472848181,MORTGAGE,major_purchase,1,0
53,29945,10624,24,658,9,0,0.324851759732375,9.045749224575262,RENT,debt_consolidation,0,0
26,67417,5396,36,676,6,0,0.46889976002601264,11.062973488742863,RENT,other,2,0
30,129767,21184,60,676,7,0,0.39534841211469096,6.881177060486215,MORTGAGE,debt_consolidation,0,0
25,49678,95879,36,627,14,1,0.356603409911852,5.826195355671702,MORTGAGE,debt_consolidation,1,0
43,20403,12245,48,671,11,0,0.23853737417205928,12.079379691911099,MORTGAGE,home_improvement,0,0
30,32456,28592,36,687,8,0,0.3329642386847551,6.1040737674327925,MORTGAGE,debt_consolidation,0,1
64,16853,6063,24,708,9,2,0.18807009443300665,15.040957531450116,RENT,debt_consolidation,2,0
22,106314,3465,36,788,14,0,0.34397914910195676,3.2118256395484406,RENT,home_improvement,0,0
33,77533,27754,36,668,5,1,0.36333670369473486,3.09543267119604,RENT,debt_consolidation,2,0
60,36285,20678,48,655,8,0,0.05,2.4810160995782713,RENT,home_improvement,2,0
22,20934,9204,48,577,2,0,0.31544906913492443,5.805767716550086,RENT,medical,1,0
40,29733,52311,12,684,10,0,0.1736179693093111,7.012520306831592,MORTGAGE,home_improvement,1,0
21,33424,3256,24,703,9,2,0.4247958988275041,0.37182045213593007,RENT,other,1,0
57,52346,4993,12,634,2,2,0.44557396153264917,7.483786339570928,RENT,debt_consolidation,0,1
29,51300,8653,48,693,13,4,0.2860490273502023,9.826770936429778,OWN,debt_consolidation,1,0
37,109629,10045,36,626,12,0,0.43235331306828734,0.0,RENT,major_purchase,1,0
29,32349,43143,48,703,5,1,0.43866004045025914,4.394142868095572,RENT,debt_consolidation,0,0
31,19832,13896,60,723,6,0,0.31554262408823475,9.837428642844902,RENT,debt_consolidation,0,0
35,24484,11448,36,721,4,0,0.5801430462955486,1.5529036706203971,MORTGAGE,other,0,0
44,48348,4836,12,659,8,1,0.24123875944902473,5.420107390432685,RENT,home_improvement,4,0
58,31659,31866,36,566,10,0,0.5707048554879749,12.440917844668984,MORTGAGE,debt_consolidation,5,0
55,41142,5381,60,601,3,0,0.31622008562251913,15.975913815630092,OWN,major_purchase,0,0
50,37331,4818,48,697,11,0,0.22350104701610488,9.199576056245636,RENT,debt_consolidation,0,0
51,88800,9699,24,845,13,1,0.29726772862934264,6.153733570861931,RENT,home_improvement,2,0
69,34469,15222,24,622,5,0,0.1850916158406015,4.493009896821363,MORTGAGE,debt_consolidation,2,0
25,39088,7509,24,686,2,0,0.46768368010838035,11.553770493857737,MORTGAGE,debt_consolidation,2,0
64,75385,23520,48,605,3,4,0.10958465328870853,12.667031995578348,RENT,debt_consolidation,2,0
34,34926,10653,24,572,8,0,0.5584412830653239,1.2178210144117587,RENT,other,0,0
31,63191,31014,60,595,11,0,0.20961991973803093,11.552134079719663,RENT,debt_consolidation,1,0
29,59807,20012,48,483,5,0,0.47549800577689316,3.9647684913688943,RENT,home_improvement,2,0
54,53372,56004,24,758,14,1,0.3536338791590702,2.7022211302387857,MORTGAGE,debt_consolidation,1,0
32,24818,9378,12,471,3,0,0.3906222924574394,6.231778982247859,OWN,debt_consolidation,1,0
55,102525,26243,48,628,5,0,0.2614934943083954,11.958066212811824,RENT,home_improvement,0,0
55,185797,3198,48,555,9,0,0.40292120004996984,8.547026624198361,MORTGAGE,home_improvement,1,0
21,49281,135040,36,579,3,0,0.3702461432826296,8.411658323954082,RENT,major_purchase,0,0
60,26165,25214,24,760,12,0,0.13131333977460083,8.762208269998405,MORTGAGE,other,3,0
42,49884,10540,12,666,10,0,0.2056249995600113,9.338290093451807,MORTGAGE,debt_consolidation,0,0
49,88779,10858,60,572,7,0,0.268863183348529,6.429243912367675,RENT,debt_consolidation,1,0
28,33890,10964,48,602,8,2,0.23675052228103255,10.15944382695993,RENT,medical,0,0
31,45372,58222,60,588,5,1,0.5379216418075476,3.701589020124822,RENT,other,0,0
61,60137,27414,60,646,3,3,0.3510521275771249,10.255038254727644,MORTGAGE,debt_consolidation,2,0
57,100894,9370,60,663,11,1,0.23319929785401772,11.284926739169943,MORTGAGE,home_improvement,1,0
34,78061,4958,36,801,6,0,0.27638452639954403,10.495682972834896,RENT,debt_consolidation,3,0
50,80027,34782,60,496,13,0,0.27433053746794,10.755144158470491,OWN,home_improvement,0,0
55,37958,26129,24,647,12,2,0.3067925791992401,9.324328201150724,OWN,debt_consolidation,1,0
41,62389,23508,24,624,3,0,0.18870058929206004,12.86721457671307,RENT,other,2,0
57,31787,12494,12,725,9,4,0.22791033341040215,0.0,RENT,debt_consolidation,2,0
25,81415,10512,12,678,2,0,0.46499103667463154,11.268729787825809,MORTGAGE,debt_consolidation,1,0
39,97805,51440,60,697,13,0,0.377801465505037,16.87728763578938,RENT,home_improvement,1,0
34,68324,55415,60,677,3,0,0.32714936801896993,3.8905226252057084,MORTGAGE,debt_consolidation,1,0
46,39322,22294,36,575,7,0,0.35039342259726497,3.3313507081874816,MORTGAGE,home_improvement,0,0
24,43380,29023,60,746,14,0,0.3431658865136884,13.431595064869017,RENT,other,1,0
45,144916,16137,60,713,14,0,0.3186303342902534,2.3663033026035887,MORTGAGE,home_improvement,1,0
65,39718,4464,60,723,10,0,0.42756572580612184,3.6663784371227375,RENT,other,3,0
62,92041,6100,48,751,8,0,0.41647399787718886,7.849742598488982,MORTGAGE,debt_consolidation,1,0
45,60074,33421,48,683,5,0,0.11423555401591767,3.005243949234696,RENT,debt_consolidation,1,0
38,40115,37010,36,768,5,1,0.3302656721136135,11.375122509967795,MORTGAGE,other,2,0
60,21877,31048,36,680,5,0,0.12412709009888523,3.045989388714102,MORTGAGE,debt_consolidation,1,0
28,55656,17620,24,632,4,0,0.44533658051835595,8.803166738533402,RENT,major_purchase,1,0
59,51774,31985,36,649,9,0,0.4651499835275425,8.42241231498253,RENT,debt_consolidation,1,0
60,144917,12752,24,648,6,2,0.25838316535374556,15.31944036204235,OWN,debt_consolidation,1,0
34,29257,21962,60,608,13,0,0.3324861566997926,12.826509331478642,OWN,major_purchase,0,0
52,194242,11341,36,780,12,2,0.05,4.352362292731732,RENT,major_purchase,2,0
58,61530,5736,36,673,13,0,0.4959184721138039,0.6775379676387718,MORTGAGE,other,1,0
53,61494,26679,36,657,8,0,0.45645106103771027,11.18984420988718,MORTGAGE,debt_consolidation,0,0
43,34343,37052,24,681,8,0,0.5225127892606289,3.733045826233367,RENT,major_purchase,0,0
35,59208,96680,24,850,5,0,0.5729816210505649,5.321616310481243,OWN,debt_consolidation,1,0
53,65109,16501,12,559,12,0,0.1663836060534837,1.7008615496818198,RENT,major_purchase,3,0
45,86025,5777,24,582,9,1,0.4832066302457662,10.395059653934165,MORTGAGE,debt_consolidation,1,0
37,27255,10272,24,539,2,0,0.5718956666627689,3.76753441781246,RENT,home_improvement,2,0
53,114013,11983,48,631,14,1,0.12581331934561457,6.824791558486057,RENT,debt_consolidation,0,0
67,60891,15044,36,669,8,1,0.32431831822314294,6.902484670537671,RENT,debt_consolidation,2,0
22,70610,19471,24,612,3,1,0.2954897025155863,7.9178030995695545,MORTGAGE,major_purchase,1,0
34,42934,17861,36,606,7,0,0.47831927962872467,10.308192508598239,RENT,debt_consolidation,0,0
60,28088,24876,36,661,13,4,0.05,5.785898140528895,RENT,major_purchase,1,0
60,51207,15645,48,609,9,0,0.6223936544348292,3.292862090567288,OWN,home_improvement,0,0
59,54851,2252,36,674,14,0,0.333119440370811,0.0,RENT,debt_consolidation,1,0
26,21348,16021,24,739,11,1,0.48741416030257184,7.5131481468383505,RENT,debt_consolidation,0,0
26,78902,14319,36,704,5,0,0.34096441434626135,6.215004796909858,OWN,medical,2,0
23,89135,20748,12,720,11,1,0.4238187576469511,3.4476358493950388,RENT,other,3,1
27,31640,10004,12,736,8,0,0.05,7.31276231076268,OWN,debt_consolidation,0,0
28,26541,15975,48,672,4,0,0.2922676440798935,11.279913363074428,RENT,debt_consolidation,3,0
62,40872,20847,24,637,14,0,0.4771641817015518,12.559440424735897,OWN,debt_consolidation,1,0
35,49728,11754,48,588,1,0,0.39330985200705415,0.0,RENT,major_purchase,0,0
67,41835,22941,12,618,1,0,0.10447383609098634,5.195693494923326,OWN,major_purchase,2,0
49,47261,14130,24,608,6,0,0.35921373408149193,11.805126061992137,RENT,debt_consolidation,0,0
53,55987,15143,36,708,8,1,0.22718865112077424,14.980205172615118,RENT,debt_consolidation,0,0
50,21569,1289,24,677,10,1,0.2141871123239843,2.9136817342079127,RENT,medical,3,1
59,23110,5350,60,705,2,1,0.12189585900249233,13.891614646162887,RENT,debt_consolidation,1,0
47,9572,5361,24,557,11,2,0.44280539328606944,0.24951858882690647,RENT,major_purchase,0,0
56,86295,15883,36,764,4,0,0.5169521665903453,12.741422815599725,OWN,debt_consolidation,2,0
49,49470,36950,60,615,3,2,0.6680214701244267,5.591218338973292,OWN,major_purchase,1,0
58,91923,12152,48,561,13,0,0.12889274123856073,14.814116328218752,RENT,home_improvement,1,0
53,24769,26334,24,614,9,0,0.46510582418397134,4.679843918723531,RENT,home_improvement,1,0
57,49743,22440,48,848,3,1,0.47497570556313623,5.450546366198306,OWN,home_improvement,2,0
47,55764,14941,24,618,11,0,0.26292429841729875,6.33303685398076,MORTGAGE,home_improvement,1,0
53,34993,21145,12,623,8,1,0.21236324218860037,0.0,RENT,home_improvement,1,1
24,19301,16264,12,634,14,0,0.18713865185496042,0.0,RENT,debt_consolidation,2,0
42,139737,11922,36,638,7,0,0.27089701348096773,9.550770965203558,RENT,other,0,0
22,113501,18267,12,587,1,0,0.3803932393783924,11.942311736766786,RENT,other,0,0
30,38981,42501,60,661,8,0,0.5540168015760218,10.037887514205515,RENT,home_improvement,1,0
25,66578,19500,60,736,9,2,0.5158007507015174,0.7301219291073853,MORTGAGE,debt_consolidation,3,0
30,36648,15904,24,675,8,4,0.10768745835970062,9.40094372536021,OWN,debt_consolidation,1,0
53,26977,6621,48,561,10,0,0.2316735127099232,2.0489801314814784,RENT,medical,1,0
58,146731,41468,60,622,10,0,0.5449460561464206,9.038263541118324,MORTGAGE,other,3,0
33,18156,4334,24,605,1,0,0.2403360751107398,12.656495726012187,RENT,debt_consolidation,0,0
51,41303,3412,48,654,11,1,0.34146287548847354,8.837334266675093,RENT,major_purchase,0,0
67,51564,17982,12,756,13,0,0.09420665980788717,14.34266951120966,RENT,home_improvement,0,0
56,132024,6603,24,638,11,2,0.5229550123269422,6.250062643236275,RENT,debt_consolidation,0,0
65,83948,31929,48,642,7,1,0.0630877691222918,5.916753393478174,MORTGAGE,debt_consolidation,0,0
44,17973,3473,36,792,13,2,0.10357841288200711,7.336756488903903,RENT,major_purchase,0,0
35,48939,28837,36,720,9,0,0.5076225591255055,0.2867945810062915,MORTGAGE,debt_consolidation,0,0
49,49644,25765,60,695,14,1,0.6380092519349836,4.985244621914411,MORTGAGE,debt_consolidation,0,0
28,42744,14682,48,806,5,0,0.30640833729126277,5.424334151299675,RENT,debt_consolidation,3,0
25,71103,2490,36,689,2,2,0.34297057822057625,5.580000283565596,OWN,other,1,0
49,21047,3365,60,491,14,2,0.4862419339674482,8.341455835817062,OWN,home_improvement,0,0
67,38361,16186,24,716,8,0,0.39341717220460737,0.0,MORTGAGE,home_improvement,1,0
24,65335,11089,24,522,9,0,0.29401727309350034,1.271930080697497,RENT,major_purchase,3,0
32,73699,23905,48,686,7,2,0.2771819567921461,12.660347983192356,RENT,other,2,0
65,53618,12650,48,512,12,2,0.11498030637725246,0.0,MORTGAGE,debt_consolidation,1,1
22,41231,11800,48,612,13,1,0.384941265818033,10.08185534436422,RENT,debt_consolidation,0,0
47,45616,1917,48,620,5,0,0.33621247668957854,5.132201596011583,RENT,debt_consolidation,1,0
51,76438,25795,36,588,8,0,0.28432307313309785,7.800612408317259,OWN,other,1,0
56,50028,7948,36,622,6,2,0.1997277806656417,14.790493926669697,RENT,debt_consolidation,0,0
56,26236,9715,60,732,12,0,0.21492037200598538,6.344086070673386,OWN,major_purchase,2,0
46,23386,5676,36,592,4,0,0.44275653807600496,10.126940027528846,MORTGAGE,debt_consolidation,0,0
63,20054,3895,24,693,1,0,0.48224954726135705,7.292834838409577,OWN,home_improvement,2,0
47,117400,43378,60,572,6,0,0.3009325765564075,6.4531191512334765,OWN,debt_consolidation,2,0
25,79576,25245,36,634,8,0,0.2851280640130431,5.834123510798186,RENT,debt_consolidation,0,0
40,45986,25580,48,675,3,0,0.2219527930078695,10.505291742531133,MORTGAGE,debt_consolidation,1,0
31,37336,11235,36,570,12,0,0.4905230065361387,3.3419906693932955,MORTGAGE,home_improvement,0,1
30,34739,3326,12,545,7,1,0.35464936544838604,1.3398840572436832,RENT,major_purchase,2,0
60,94460,71799,60,689,13,3,0.4051851468990897,7.372374867155438,RENT,other,0,0
58,153684,18729,36,739,12,0,0.40377051951401943,7.963920017942476,MORTGAGE,debt_consolidation,0,0
26,34090,14904,36,643,7,0,0.3038447569199095,0.0,RENT,major_purchase,1,1
28,97056,10023,24,613,9,0,0.17519598502348677,6.947562856946681,RENT,medical,2,0
43,49851,2602,48,662,1,1,0.20058002664711208,0.8656153939274454,RENT,debt_consolidation,2,0
67,43154,33297,48,654,5,1,0.5191828298971177,10.134215537239102,RENT,home_improvement,3,0
46,120876,5732,24,669,8,1,0.24114735277241423,0.0,RENT,home_improvement,0,0
66,48722,20686,24,447,13,2,0.2884456520377474,16.625379149315446,MORTGAGE,debt_consolidation,2,0
63,58560,24752,12,564,13,0,0.17984141969431847,5.309007916820863,OWN,debt_consolidation,1,0
32,56895,17454,60,582,3,0,0.16759002216103897,2.675190257563438,OWN,debt_consolidation,0,0
46,18483,19457,48,662,5,0,0.23462525044569157,5.585137698159034,RENT,home_improvement,2,0
33,58281,39218,24,664,14,1,0.6032610776366688,9.781354293169457,RENT,debt_consolidation,2,0
60,34974,7087,24,700,1,0,0.44870560867886433,11.452350446174684,RENT,debt_consolidation,1,0
38,20895,15238,60,670,9,3,0.2709816692864565,5.628443449875816,RENT,major_purchase,1,0
45,35944,11158,24,545,4,1,0.5124315191827993,0.0,OWN,debt_consolidation,0,0
53,35766,3066,12,765,5,1,0.327155169005533,0.9385143318890954,RENT,debt_consolidation,1,0
67,90937,16798,60,751,3,0,0.5531510070487757,8.431938493703726,RENT,debt_consolidation,0,0
60,25892,36351,12,549,14,0,0.681759552559432,11.93663564755226,MORTGAGE,other,1,0
63,30518,40177,36,676,2,1,0.5042242608899287,12.587376257920592,RENT,debt_consolidation,0,0
32,56456,59040,48,602,12,0,0.36418264328338656,7.840462877053908,MORTGAGE,debt_consolidation,0,0
64,22126,3232,24,661,14,0,0.45489648102745395,11.836497830907115,RENT,debt_consolidation,0,0
56,33010,49163,60,734,7,2,0.3522606828923318,16.561746087960003,RENT,debt_consolidation,0,0
68,18057,15488,12,820,11,2,0.0746002454037436,12.95173856368146,OWN,home_improvement,1,0
24,85136,48071,48,710,5,0,0.2518061878681933,11.610189507021857,RENT,other,1,0
25,40912,9741,48,673,11,1,0.20726126065201741,2.96721408453858,RENT,home_improvement,0,0
57,48554,8737,24,622,10,0,0.24848134372536906,11.813098102140016,RENT,debt_consolidation,1,0
28,84931,5053,48,664,14,0,0.6190507148959166,9.306162389443736,RENT,debt_consolidation,0,0
62,31781,24854,24,758,3,0,0.5183224614281987,10.253228141835693,OWN,debt_consolidation,2,0
69,40652,20162,36,646,2,1,0.41613272021624703,13.305531394722559,MORTGAGE,debt_consolidation,1,0
48,26009,5466,24,579,10,0,0.4718514425677036,8.792789241840953,RENT,major_purchase,1,0
51,25975,2365,12,520,6,0,0.06618297711412158,6.487268346692685,RENT,home_improvement,3,0
29,28216,18623,48,691,10,0,0.4592275569634294,1.6506709616954005,MORTGAGE,debt_consolidation,1,0
49,36479,20400,48,669,6,4,0.49094364743032515,5.5174184117733756,RENT,debt_consolidation,2,0
34,38914,6065,48,598,3,1,0.05,8.06426133581342,MORTGAGE,debt_consolidation,1,0
60,58289,5165,24,732,13,0,0.46478551306690985,8.388096700912643,MORTGAGE,major_purchase,1,0
61,28717,22577,60,616,9,0,0.1363889535999372,8.21938149335162,RENT,debt_consolidation,4,0
42,59383,58989,24,639,1,0,0.05449919653309521,11.797549298805219,RENT,major_purchase,1,0
31,65578,8991,12,648,3,0,0.5489477325289367,11.326823501085606,MORTGAGE,home_improvement,0,0
43,37023,6609,24,621,13,1,0.19894264285814867,6.689558792717014,RENT,debt_consolidation,2,0
21,30247,16968,48,668,1,0,0.24260798909234338,2.7636894627202597,RENT,other,2,0
66,51588,22207,36,742,7,4,0.49844068141360176,8.91678968388786,OWN,debt_consolidation,2,0
57,43401,9982,12,558,2,0,0.3042142591621398,18.231687738077273,RENT,debt_consolidation,3,0
41,55949,67512,36,689,11,0,0.3229751939406376,8.60621387639522,MORTGAGE,medical,1,1
46,125733,27483,12,663,11,0,0.3196869640343106,5.520380238133901,RENT,debt_consolidation,1,0
66,51081,9847,12,662,12,0,0.4021398156462178,9.679180762335804,OWN,debt_consolidation,0,0
56,33405,3736,48,719,4,3,0.3160498375413986,9.978681293806366,OWN,medical,3,0
43,28723,38389,24,653,4,1,0.3671189111538651,9.92325300202888,OWN,home_improvement,1,0
21,29397,34667,48,688,14,0,0.2744662811880941,13.864400975228504,OWN,debt_consolidation,0,0
60,20380,10486,48,707,13,0,0.40277293848190426,8.930464784767352,MORTGAGE,home_improvement,2,0
35,85789,17684,48,609,8,0,0.3970764547856851,13.627061177051742,MORTGAGE,medical,2,0
41,12836,11844,36,673,11,0,0.6346828756526273,8.15117056868755,RENT,debt_consolidation,3,1
67,65700,20261,12,629,4,1,0.29281235754894464,14.562491337544367,OWN,home_improvement,1,0
29,29119,5884,60,639,3,1,0.322375172329253,13.033675978698021,RENT,other,1,0
29,36046,5250,24,624,10,0,0.3858236488905562,11.608997057764503,RENT,other,1,0
30,28601,25557,48,687,12,0,0.49466534664720796,10.945928678814502,RENT,home_improvement,2,0
46,116718,28285,12,656,3,0,0.1862622270234198,18.50758838535209,MORTGAGE,debt_consolidation,1,0
61,49503,9021,24,681,5,2,0.3655364782662602,12.38308794333216,RENT,major_purchase,2,0
55,78765,7337,60,648,6,0,0.05,2.7534149768774396,MORTGAGE,debt_consolidation,0,0
45,106971,33458,60,521,7,0,0.30927021249164066,8.229502757341605,RENT,major_purchase,5,0
46,54070,7538,48,652,13,0,0.5109090545149041,5.676416158863691,MORTGAGE,debt_consolidation,0,0
